carrier,flight,origin,dest,name
UA,15,EWR,HNL,United Air Lines Inc.
EV,5486,LGA,PIT,ExpressJet Airlines Inc.
EV,4131,EWR,RIC,ExpressJet Airlines Inc.
US,720,EWR,CLT,US Airways Inc.
UA,1581,EWR,SEA,United Air Lines Inc.
MQ,3526,LGA,CMH,Envoy Air
MQ,3407,LGA,CMH,Envoy Air
WN,329,EWR,STL,Southwest Airlines Co.
DL,1271,JFK,FLL,Delta Air Lines Inc.
DL,843,JFK,ATL,Delta Air Lines Inc.
UA,711,LGA,ORD,United Air Lines Inc.
UA,619,EWR,ORD,United Air Lines Inc.
MQ,3044,JFK,BWI,Envoy Air
UA,493,EWR,DFW,United Air Lines Inc.
AA,1151,LGA,DFW,American Airlines Inc.
VX,399,JFK,LAX,Virgin America
US,2138,LGA,BOS,US Airways Inc.
FL,716,LGA,ATL,AirTran Airways Corporation
UA,285,EWR,ORD,United Air Lines Inc.
UA,1148,EWR,TPA,United Air Lines Inc.
B6,505,EWR,FLL,JetBlue Airways
DL,1373,JFK,MIA,Delta Air Lines Inc.
US,2122,LGA,BOS,US Airways Inc.
UA,1199,EWR,LAX,United Air Lines Inc.
9E,3455,JFK,PIT,Endeavor Air Inc.
B6,153,JFK,PBI,JetBlue Airways
EV,4588,EWR,MHT,ExpressJet Airlines Inc.
B6,108,JFK,BUF,JetBlue Airways
9E,3310,JFK,MCI,Endeavor Air Inc.
WN,35,EWR,DEN,Southwest Airlines Co.
AA,883,EWR,DFW,American Airlines Inc.
UA,744,EWR,DFW,United Air Lines Inc.
DL,1942,EWR,ATL,Delta Air Lines Inc.
VX,23,JFK,SFO,Virgin America
9E,4059,LGA,DAY,Endeavor Air Inc.
MQ,4423,JFK,RDU,Envoy Air
UA,1027,EWR,TPA,United Air Lines Inc.
UA,475,EWR,IAH,United Air Lines Inc.
DL,1779,LGA,FLL,Delta Air Lines Inc.
UA,1622,EWR,ORD,United Air Lines Inc.
EV,4321,EWR,MCI,ExpressJet Airlines Inc.
US,1973,EWR,CLT,US Airways Inc.
UA,1635,EWR,BOS,United Air Lines Inc.
US,487,JFK,CLT,US Airways Inc.
AA,353,LGA,ORD,American Airlines Inc.
B6,586,JFK,ROC,JetBlue Airways
EV,3835,EWR,PIT,ExpressJet Airlines Inc.
MQ,4418,JFK,DCA,Envoy Air
UA,253,EWR,ORD,United Air Lines Inc.
DL,1164,JFK,BOS,Delta Air Lines Inc.
WN,2351,LGA,HOU,Southwest Airlines Co.
B6,1119,JFK,CLT,JetBlue Airways
9E,3429,JFK,JAX,Endeavor Air Inc.
UA,1071,EWR,BQN,United Air Lines Inc.
DL,461,LGA,ATL,Delta Air Lines Inc.
US,2140,LGA,BOS,US Airways Inc.
EV,4532,EWR,CHS,ExpressJet Airlines Inc.
AA,773,LGA,DFW,American Airlines Inc.
EV,4662,EWR,RDU,ExpressJet Airlines Inc.
EV,4152,EWR,ATL,ExpressJet Airlines Inc.
UA,509,LGA,DEN,United Air Lines Inc.
EV,3821,EWR,ALB,ExpressJet Airlines Inc.
DL,1459,JFK,SAT,Delta Air Lines Inc.
UA,1259,LGA,IAH,United Air Lines Inc.
US,2154,LGA,BOS,US Airways Inc.
UA,683,EWR,ORD,United Air Lines Inc.
US,894,LGA,CLT,US Airways Inc.
B6,155,JFK,MCO,JetBlue Airways
B6,389,LGA,MCO,JetBlue Airways
UA,708,EWR,ORD,United Air Lines Inc.
F9,837,LGA,DEN,Frontier Airlines Inc.
EV,3267,EWR,PWM,ExpressJet Airlines Inc.
9E,3488,LGA,MCI,Endeavor Air Inc.
B6,105,JFK,ORD,JetBlue Airways
US,1491,LGA,CLT,US Airways Inc.
AA,301,LGA,ORD,American Airlines Inc.
AA,321,LGA,ORD,American Airlines Inc.
MQ,3281,LGA,CMH,Envoy Air
B6,112,JFK,BUF,JetBlue Airways
B6,185,JFK,SAN,JetBlue Airways
AA,2099,LGA,MIA,American Airlines Inc.
B6,1503,JFK,SJU,JetBlue Airways
UA,1429,EWR,LAS,United Air Lines Inc.
EV,5813,EWR,RIC,ExpressJet Airlines Inc.
WN,1720,LGA,MKE,Southwest Airlines Co.
DL,807,EWR,ATL,Delta Air Lines Inc.
EV,4495,EWR,SAV,ExpressJet Airlines Inc.
EV,4693,EWR,BWI,ExpressJet Airlines Inc.
AA,303,LGA,ORD,American Airlines Inc.
AA,1171,LGA,DFW,American Airlines Inc.
MQ,3281,LGA,CMH,Envoy Air
US,1433,LGA,CLT,US Airways Inc.
B6,601,JFK,FLL,JetBlue Airways
UA,1714,LGA,IAH,United Air Lines Inc.
DL,695,JFK,MCO,Delta Air Lines Inc.
UA,1232,EWR,LAX,United Air Lines Inc.
EV,4625,EWR,BWI,ExpressJet Airlines Inc.
FL,346,LGA,ATL,AirTran Airways Corporation
US,495,JFK,PHX,US Airways Inc.
DL,221,LGA,ATL,Delta Air Lines Inc.
DL,1529,JFK,LAS,Delta Air Lines Inc.
EV,5485,EWR,DTW,ExpressJet Airlines Inc.
9E,3843,JFK,SYR,Endeavor Air Inc.
B6,195,JFK,LAS,JetBlue Airways
B6,327,EWR,MCO,JetBlue Airways
UA,1639,EWR,RSW,United Air Lines Inc.
DL,461,LGA,ATL,Delta Air Lines Inc.
MQ,4626,LGA,CMH,Envoy Air
EV,3848,EWR,CLT,ExpressJet Airlines Inc.
9E,3355,EWR,DTW,Endeavor Air Inc.
B6,1307,JFK,IAD,JetBlue Airways
AA,1103,LGA,DFW,American Airlines Inc.
EV,4118,EWR,BDL,ExpressJet Airlines Inc.
MQ,3501,LGA,RDU,Envoy Air
UA,1227,EWR,PHX,United Air Lines Inc.
DL,2139,LGA,MIA,Delta Air Lines Inc.
UA,848,EWR,PHX,United Air Lines Inc.
WN,2261,EWR,PHX,Southwest Airlines Co.
US,1895,EWR,CLT,US Airways Inc.
MQ,4576,LGA,CLT,Envoy Air
EV,5739,LGA,IAD,ExpressJet Airlines Inc.
UA,1242,EWR,LAX,United Air Lines Inc.
US,1965,EWR,CLT,US Airways Inc.
9E,3523,JFK,ORD,Endeavor Air Inc.
UA,642,JFK,SFO,United Air Lines Inc.
B6,116,JFK,SYR,JetBlue Airways
WN,3814,LGA,MKE,Southwest Airlines Co.
AA,717,LGA,DFW,American Airlines Inc.
AA,443,JFK,MIA,American Airlines Inc.
UA,421,EWR,SFO,United Air Lines Inc.
AA,753,LGA,DFW,American Airlines Inc.
EV,4294,EWR,SAV,ExpressJet Airlines Inc.
UA,698,EWR,TPA,United Air Lines Inc.
B6,629,JFK,HOU,JetBlue Airways
B6,116,JFK,SYR,JetBlue Airways
9E,3538,JFK,MSP,Endeavor Air Inc.
DL,673,EWR,ATL,Delta Air Lines Inc.
US,720,EWR,CLT,US Airways Inc.
B6,418,JFK,BOS,JetBlue Airways
MQ,4146,JFK,CMH,Envoy Air
EV,4419,EWR,XNA,ExpressJet Airlines Inc.
B6,15,JFK,SFO,JetBlue Airways
EV,4133,EWR,PVD,ExpressJet Airlines Inc.
AA,739,LGA,DFW,American Airlines Inc.
US,516,EWR,PHX,US Airways Inc.
DL,4,JFK,MCO,Delta Air Lines Inc.
EV,4663,EWR,RDU,ExpressJet Airlines Inc.
EV,4950,EWR,ATL,ExpressJet Airlines Inc.
9E,3483,JFK,BOS,Endeavor Air Inc.
MQ,4478,LGA,DTW,Envoy Air
UA,397,JFK,SFO,United Air Lines Inc.
WN,808,EWR,BWI,Southwest Airlines Co.
B6,361,LGA,PBI,JetBlue Airways
B6,711,JFK,LAS,JetBlue Airways
DL,2247,LGA,ATL,Delta Air Lines Inc.
B6,199,LGA,MCO,JetBlue Airways
WN,3327,LGA,DEN,Southwest Airlines Co.
MQ,3231,JFK,PIT,Envoy Air
MQ,4626,LGA,CMH,Envoy Air
OO,4967,LGA,IAD,SkyWest Airlines Inc.
UA,642,JFK,SFO,United Air Lines Inc.
US,1993,EWR,CLT,US Airways Inc.
DL,1647,LGA,ATL,Delta Air Lines Inc.
DL,1373,JFK,MIA,Delta Air Lines Inc.
DL,503,JFK,SAN,Delta Air Lines Inc.
UA,1622,EWR,ORD,United Air Lines Inc.
B6,611,JFK,JAX,JetBlue Airways
EV,5711,JFK,IAD,ExpressJet Airlines Inc.
MQ,4658,LGA,ATL,Envoy Air
DL,2143,JFK,MIA,Delta Air Lines Inc.
9E,3395,JFK,DCA,Endeavor Air Inc.
UA,343,LGA,DEN,United Air Lines Inc.
B6,135,JFK,PHX,JetBlue Airways
FL,1346,LGA,ATL,AirTran Airways Corporation
UA,589,EWR,SNA,United Air Lines Inc.
FL,345,LGA,ATL,AirTran Airways Corporation
DL,947,LGA,ATL,Delta Air Lines Inc.
EV,4276,EWR,BDL,ExpressJet Airlines Inc.
EV,4640,EWR,DAY,ExpressJet Airlines Inc.
US,894,LGA,CLT,US Airways Inc.
DL,1773,JFK,SLC,Delta Air Lines Inc.
EV,4407,EWR,OMA,ExpressJet Airlines Inc.
AA,936,JFK,STT,American Airlines Inc.
B6,89,JFK,SAN,JetBlue Airways
DL,181,LGA,DTW,Delta Air Lines Inc.
FL,721,LGA,CAK,AirTran Airways Corporation
DL,1275,JFK,SLC,Delta Air Lines Inc.
EV,5057,LGA,RIC,ExpressJet Airlines Inc.
EV,4090,EWR,JAX,ExpressJet Airlines Inc.
EV,4628,EWR,STL,ExpressJet Airlines Inc.
DL,731,LGA,DTW,Delta Air Lines Inc.
UA,1554,EWR,FLL,United Air Lines Inc.
B6,1161,LGA,PBI,JetBlue Airways
VX,407,JFK,LAX,Virgin America
DL,1435,LGA,TPA,Delta Air Lines Inc.
DL,807,EWR,ATL,Delta Air Lines Inc.
B6,173,JFK,SJC,JetBlue Airways
DL,161,JFK,SEA,Delta Air Lines Inc.
US,654,JFK,PHX,US Airways Inc.
UA,1163,EWR,BOS,United Air Lines Inc.
US,688,EWR,PHX,US Airways Inc.
US,1925,LGA,PHL,US Airways Inc.
AA,1151,LGA,DFW,American Airlines Inc.
US,1791,JFK,CLT,US Airways Inc.
DL,947,LGA,ATL,Delta Air Lines Inc.
EV,4224,EWR,MKE,ExpressJet Airlines Inc.
EV,5503,EWR,MSP,ExpressJet Airlines Inc.
9E,3855,JFK,PHL,Endeavor Air Inc.
UA,1651,EWR,SFO,United Air Lines Inc.
B6,483,JFK,MCO,JetBlue Airways
9E,2934,JFK,MCI,Endeavor Air Inc.
US,2144,LGA,BOS,US Airways Inc.
UA,1210,EWR,ORD,United Air Lines Inc.
UA,1618,EWR,TPA,United Air Lines Inc.
DL,2247,LGA,ATL,Delta Air Lines Inc.
UA,1122,EWR,PBI,United Air Lines Inc.
AS,7,EWR,SEA,Alaska Airlines Inc.
UA,1625,EWR,DEN,United Air Lines Inc.
B6,1271,LGA,FLL,JetBlue Airways
AA,1750,JFK,BOS,American Airlines Inc.
MQ,4449,JFK,DCA,Envoy Air
9E,3542,JFK,MSP,Endeavor Air Inc.
EV,3267,EWR,ORF,ExpressJet Airlines Inc.
B6,219,JFK,CLT,JetBlue Airways
EV,4103,EWR,XNA,ExpressJet Airlines Inc.
MQ,3944,JFK,BWI,Envoy Air
US,495,JFK,PHX,US Airways Inc.
9E,3325,JFK,DFW,Endeavor Air Inc.
UA,619,EWR,ORD,United Air Lines Inc.
UA,1161,EWR,IAH,United Air Lines Inc.
WN,1739,EWR,PHX,Southwest Airlines Co.
F9,507,LGA,DEN,Frontier Airlines Inc.
EV,5164,LGA,MEM,ExpressJet Airlines Inc.
DL,1443,JFK,SEA,Delta Air Lines Inc.
MQ,3419,LGA,ATL,Envoy Air
AA,745,LGA,DFW,American Airlines Inc.
9E,4019,JFK,RIC,Endeavor Air Inc.
B6,1289,EWR,SJU,JetBlue Airways
EV,5273,LGA,PIT,ExpressJet Airlines Inc.
US,686,EWR,PHX,US Airways Inc.
EV,4312,EWR,DCA,ExpressJet Airlines Inc.
UA,772,EWR,MIA,United Air Lines Inc.
DL,1585,LGA,MCO,Delta Air Lines Inc.
EV,4147,EWR,BUF,ExpressJet Airlines Inc.
UA,652,EWR,IAH,United Air Lines Inc.
AA,331,LGA,ORD,American Airlines Inc.
MQ,3349,LGA,MSP,Envoy Air
9E,2906,JFK,BUF,Endeavor Air Inc.
US,2136,LGA,BOS,US Airways Inc.
EV,5418,LGA,RDU,ExpressJet Airlines Inc.
AA,1,JFK,LAX,American Airlines Inc.
DL,27,JFK,ATL,Delta Air Lines Inc.
VX,183,EWR,SFO,Virgin America
B6,1717,LGA,TPA,JetBlue Airways
B6,795,JFK,AUS,JetBlue Airways
MQ,4484,LGA,BNA,Envoy Air
DL,1279,LGA,MEM,Delta Air Lines Inc.
US,686,EWR,PHX,US Airways Inc.
AA,1750,JFK,BOS,American Airlines Inc.
B6,1305,JFK,IAD,JetBlue Airways
US,2171,LGA,DCA,US Airways Inc.
AA,711,LGA,DFW,American Airlines Inc.
AA,119,EWR,LAX,American Airlines Inc.
MQ,3349,LGA,MSP,Envoy Air
B6,905,JFK,ORD,JetBlue Airways
B6,525,EWR,MCO,JetBlue Airways
UA,1182,EWR,LAS,United Air Lines Inc.
UA,1120,EWR,SFO,United Air Lines Inc.
MQ,4650,LGA,ATL,Envoy Air
DL,1163,JFK,LAX,Delta Air Lines Inc.
AA,19,JFK,LAX,American Airlines Inc.
DL,1875,LGA,TPA,Delta Air Lines Inc.
DL,1375,JFK,SLC,Delta Air Lines Inc.
DL,269,JFK,MIA,Delta Air Lines Inc.
AA,1611,LGA,MIA,American Airlines Inc.
UA,281,EWR,SFO,United Air Lines Inc.
MQ,3660,LGA,BNA,Envoy Air
MQ,4172,JFK,CLE,Envoy Air
EV,4708,EWR,MKE,ExpressJet Airlines Inc.
UA,1550,EWR,MCO,United Air Lines Inc.
AA,1179,EWR,DFW,American Airlines Inc.
9E,3317,JFK,BUF,Endeavor Air Inc.
B6,112,JFK,BUF,JetBlue Airways
B6,553,JFK,PBI,JetBlue Airways
B6,703,JFK,SJU,JetBlue Airways
AA,303,LGA,ORD,American Airlines Inc.
EV,4670,EWR,BNA,ExpressJet Airlines Inc.
9E,4120,JFK,CLE,Endeavor Air Inc.
B6,989,JFK,FLL,JetBlue Airways
B6,1205,JFK,PDX,JetBlue Airways
AA,1762,JFK,BOS,American Airlines Inc.
B6,371,LGA,FLL,JetBlue Airways
WN,573,LGA,MDW,Southwest Airlines Co.
UA,272,JFK,SFO,United Air Lines Inc.
MQ,4333,JFK,PIT,Envoy Air
EV,5796,EWR,CLT,ExpressJet Airlines Inc.
EV,4702,EWR,GSO,ExpressJet Airlines Inc.
EV,4421,EWR,ORF,ExpressJet Airlines Inc.
VX,407,JFK,LAX,Virgin America
EV,4119,EWR,RIC,ExpressJet Airlines Inc.
UA,15,EWR,HNL,United Air Lines Inc.
EV,4536,EWR,CVG,ExpressJet Airlines Inc.
AA,1757,JFK,TPA,American Airlines Inc.
UA,1601,JFK,LAX,United Air Lines Inc.
UA,587,EWR,BOS,United Air Lines Inc.
UA,745,LGA,DEN,United Air Lines Inc.
UA,1455,EWR,ORD,United Air Lines Inc.
MQ,4657,LGA,ATL,Envoy Air
DL,221,LGA,ATL,Delta Air Lines Inc.
UA,405,LGA,DEN,United Air Lines Inc.
9E,3523,JFK,ORD,Endeavor Air Inc.
AA,257,JFK,LAS,American Airlines Inc.
UA,1230,EWR,ORD,United Air Lines Inc.
EV,5601,LGA,RIC,ExpressJet Airlines Inc.
US,1899,EWR,CLT,US Airways Inc.
EV,4370,EWR,CHS,ExpressJet Airlines Inc.
DL,2280,JFK,FLL,Delta Air Lines Inc.
US,1579,EWR,CLT,US Airways Inc.
AA,707,LGA,DFW,American Airlines Inc.
AA,1151,LGA,DFW,American Airlines Inc.
UA,1718,EWR,MCO,United Air Lines Inc.
MQ,4579,LGA,CLT,Envoy Air
AA,1815,JFK,MCO,American Airlines Inc.
EV,3823,EWR,SDF,ExpressJet Airlines Inc.
MQ,3531,LGA,RDU,Envoy Air
AA,1905,EWR,DFW,American Airlines Inc.
DL,1185,EWR,SLC,Delta Air Lines Inc.
EV,4580,EWR,BTV,ExpressJet Airlines Inc.
MQ,3365,JFK,DCA,Envoy Air
EV,4104,EWR,BNA,ExpressJet Airlines Inc.
UA,207,EWR,SFO,United Air Lines Inc.
DL,1164,JFK,BOS,Delta Air Lines Inc.
B6,925,JFK,TPA,JetBlue Airways
UA,544,LGA,ORD,United Air Lines Inc.
EV,5298,LGA,OMA,ExpressJet Airlines Inc.
B6,2,JFK,BUF,JetBlue Airways
UA,309,EWR,FLL,United Air Lines Inc.
YV,3778,LGA,IAD,Mesa Airlines Inc.
DL,874,LGA,MIA,Delta Air Lines Inc.
AA,1850,JFK,BOS,American Airlines Inc.
MQ,3066,JFK,TPA,Envoy Air
B6,905,JFK,ORD,JetBlue Airways
AA,731,LGA,DFW,American Airlines Inc.
AA,319,LGA,ORD,American Airlines Inc.
AA,2297,LGA,MIA,American Airlines Inc.
B6,1295,JFK,AUS,JetBlue Airways
UA,1623,EWR,MCO,United Air Lines Inc.
UA,1643,EWR,DEN,United Air Lines Inc.
UA,375,EWR,PHX,United Air Lines Inc.
UA,1110,EWR,LAS,United Air Lines Inc.
MQ,4584,LGA,CLT,Envoy Air
UA,264,EWR,MCO,United Air Lines Inc.
DL,2047,LGA,ATL,Delta Air Lines Inc.
EV,4638,EWR,CVG,ExpressJet Airlines Inc.
DL,181,LGA,DTW,Delta Air Lines Inc.
MQ,4555,LGA,CMH,Envoy Air
DL,1729,JFK,LAS,Delta Air Lines Inc.
B6,1013,JFK,LGB,JetBlue Airways
UA,673,LGA,ORD,United Air Lines Inc.
9E,3899,JFK,CLE,Endeavor Air Inc.
B6,1516,JFK,SYR,JetBlue Airways
US,1873,LGA,CLT,US Airways Inc.
AA,361,LGA,ORD,American Airlines Inc.
WN,3316,EWR,HOU,Southwest Airlines Co.
DL,1621,JFK,DEN,Delta Air Lines Inc.
UA,276,EWR,BOS,United Air Lines Inc.
US,1431,EWR,CLT,US Airways Inc.
B6,347,JFK,SRQ,JetBlue Airways
DL,863,JFK,LAX,Delta Air Lines Inc.
UA,478,EWR,MCO,United Air Lines Inc.
AA,327,LGA,ORD,American Airlines Inc.
EV,4122,EWR,SDF,ExpressJet Airlines Inc.
UA,1600,EWR,LAX,United Air Lines Inc.
EV,4679,EWR,JAX,ExpressJet Airlines Inc.
DL,1865,JFK,SFO,Delta Air Lines Inc.
EV,5712,JFK,IAD,ExpressJet Airlines Inc.
AA,1871,LGA,MIA,American Airlines Inc.
UA,1670,EWR,SFO,United Air Lines Inc.
DL,971,LGA,PIT,Delta Air Lines Inc.
AA,309,LGA,ORD,American Airlines Inc.
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
WN,184,EWR,MDW,Southwest Airlines Co.
9E,3445,LGA,DSM,Endeavor Air Inc.
B6,37,JFK,FLL,JetBlue Airways
WN,494,LGA,HOU,Southwest Airlines Co.
MQ,3359,JFK,RDU,Envoy Air
UA,797,JFK,LAX,United Air Lines Inc.
WN,356,LGA,DEN,Southwest Airlines Co.
UA,1651,EWR,SFO,United Air Lines Inc.
DL,1109,LGA,TPA,Delta Air Lines Inc.
B6,795,JFK,AUS,JetBlue Airways
AA,1611,LGA,MIA,American Airlines Inc.
B6,112,JFK,BUF,JetBlue Airways
B6,44,JFK,BTV,JetBlue Airways
UA,524,EWR,IAH,United Air Lines Inc.
B6,57,JFK,PBI,JetBlue Airways
MQ,3202,JFK,IND,Envoy Air
DL,1415,JFK,SLC,Delta Air Lines Inc.
EV,5220,LGA,ROC,ExpressJet Airlines Inc.
MQ,3281,LGA,CMH,Envoy Air
EV,5814,EWR,CLT,ExpressJet Airlines Inc.
9E,3393,JFK,DCA,Endeavor Air Inc.
FL,349,LGA,ATL,AirTran Airways Corporation
US,1529,LGA,CLT,US Airways Inc.
UA,512,JFK,SFO,United Air Lines Inc.
9E,4059,LGA,DAY,Endeavor Air Inc.
DL,971,JFK,DEN,Delta Air Lines Inc.
EV,4099,EWR,STL,ExpressJet Airlines Inc.
UA,658,EWR,LAX,United Air Lines Inc.
DL,469,JFK,SFO,Delta Air Lines Inc.
9E,4261,JFK,RDU,Endeavor Air Inc.
AA,85,JFK,SFO,American Airlines Inc.
UA,535,JFK,LAX,United Air Lines Inc.
AA,2314,JFK,BOS,American Airlines Inc.
EV,4509,EWR,PWM,ExpressJet Airlines Inc.
EV,4667,EWR,MSP,ExpressJet Airlines Inc.
VX,183,EWR,SFO,Virgin America
AA,655,JFK,STT,American Airlines Inc.
B6,361,LGA,PBI,JetBlue Airways
DL,2247,LGA,ATL,Delta Air Lines Inc.
UA,1153,EWR,ORD,United Air Lines Inc.
WN,345,LGA,DEN,Southwest Airlines Co.
WN,2606,LGA,STL,Southwest Airlines Co.
UA,1671,EWR,SFO,United Air Lines Inc.
B6,83,JFK,MCO,JetBlue Airways
EV,4296,EWR,RIC,ExpressJet Airlines Inc.
B6,1516,JFK,SYR,JetBlue Airways
DL,479,JFK,ATL,Delta Air Lines Inc.
B6,641,JFK,SFO,JetBlue Airways
DL,1131,LGA,DTW,Delta Air Lines Inc.
UA,566,LGA,ORD,United Air Lines Inc.
B6,403,JFK,SJU,JetBlue Airways
B6,983,LGA,TPA,JetBlue Airways
AA,1925,LGA,MIA,American Airlines Inc.
EV,4246,EWR,DTW,ExpressJet Airlines Inc.
UA,430,EWR,IAH,United Air Lines Inc.
DL,867,JFK,BOS,Delta Air Lines Inc.
UA,1680,EWR,MIA,United Air Lines Inc.
DL,1006,JFK,BOS,Delta Air Lines Inc.
EV,4520,EWR,RIC,ExpressJet Airlines Inc.
DL,2159,JFK,MCO,Delta Air Lines Inc.
B6,1403,JFK,SJU,JetBlue Airways
UA,1623,EWR,SEA,United Air Lines Inc.
VX,165,EWR,LAX,Virgin America
US,2177,LGA,DCA,US Airways Inc.
B6,105,JFK,ORD,JetBlue Airways
US,1802,JFK,CLT,US Airways Inc.
MQ,3573,LGA,CMH,Envoy Air
UA,1526,EWR,LAX,United Air Lines Inc.
EV,4672,EWR,STL,ExpressJet Airlines Inc.
UA,1248,EWR,BOS,United Air Lines Inc.
AA,2041,JFK,MIA,American Airlines Inc.
EV,4552,EWR,GSO,ExpressJet Airlines Inc.
AA,707,LGA,DFW,American Airlines Inc.
B6,27,EWR,MCO,JetBlue Airways
EV,5739,LGA,IAD,ExpressJet Airlines Inc.
OO,5568,LGA,CLE,SkyWest Airlines Inc.
AA,1171,LGA,DFW,American Airlines Inc.
AA,413,JFK,SJU,American Airlines Inc.
US,2175,LGA,DCA,US Airways Inc.
B6,139,JFK,RSW,JetBlue Airways
DL,2331,LGA,DTW,Delta Air Lines Inc.
DL,515,LGA,MIA,Delta Air Lines Inc.
EV,4175,EWR,AVL,ExpressJet Airlines Inc.
MQ,4323,JFK,ORF,Envoy Air
9E,3527,LGA,RDU,Endeavor Air Inc.
UA,1410,EWR,IAH,United Air Lines Inc.
B6,573,EWR,TPA,JetBlue Airways
B6,711,JFK,LAS,JetBlue Airways
AA,199,JFK,ORD,American Airlines Inc.
UA,1111,LGA,ORD,United Air Lines Inc.
UA,1734,EWR,ORD,United Air Lines Inc.
DL,706,JFK,AUS,Delta Air Lines Inc.
VX,413,JFK,LAX,Virgin America
DL,2383,LGA,PWM,Delta Air Lines Inc.
AA,1739,EWR,DFW,American Airlines Inc.
DL,1518,EWR,DTW,Delta Air Lines Inc.
EV,4505,EWR,GRR,ExpressJet Airlines Inc.
AA,327,LGA,ORD,American Airlines Inc.
9E,3507,JFK,MSY,Endeavor Air Inc.
DL,1129,LGA,MIA,Delta Air Lines Inc.
EV,5057,LGA,RIC,ExpressJet Airlines Inc.
MQ,3532,LGA,XNA,Envoy Air
AA,119,EWR,LAX,American Airlines Inc.
AA,1357,JFK,SJU,American Airlines Inc.
DL,1854,LGA,FLL,Delta Air Lines Inc.
UA,695,LGA,ORD,United Air Lines Inc.
AA,1156,LGA,DFW,American Airlines Inc.
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
DL,442,JFK,SEA,Delta Air Lines Inc.
AA,145,JFK,MIA,American Airlines Inc.
AA,1762,JFK,BOS,American Airlines Inc.
B6,25,JFK,FLL,JetBlue Airways
AA,1156,LGA,DFW,American Airlines Inc.
UA,1289,EWR,MCO,United Air Lines Inc.
B6,203,JFK,LAS,JetBlue Airways
UA,1194,EWR,MSY,United Air Lines Inc.
DL,763,JFK,LAX,Delta Air Lines Inc.
EV,4255,EWR,ROC,ExpressJet Airlines Inc.
DL,2013,JFK,MSP,Delta Air Lines Inc.
WN,2261,EWR,PHX,Southwest Airlines Co.
UA,642,JFK,SFO,United Air Lines Inc.
B6,1101,JFK,FLL,JetBlue Airways
MQ,3493,LGA,CLE,Envoy Air
9E,3698,EWR,CVG,Endeavor Air Inc.
B6,905,JFK,ORD,JetBlue Airways
MQ,2815,JFK,CLE,Envoy Air
AA,2314,JFK,BOS,American Airlines Inc.
EV,5747,LGA,IAD,ExpressJet Airlines Inc.
MQ,4525,LGA,XNA,Envoy Air
AA,413,JFK,SJU,American Airlines Inc.
B6,671,JFK,LAX,JetBlue Airways
B6,918,JFK,BOS,JetBlue Airways
US,2183,LGA,DCA,US Airways Inc.
UA,593,EWR,SNA,United Air Lines Inc.
B6,1004,JFK,BOS,JetBlue Airways
EV,4397,EWR,MCI,ExpressJet Airlines Inc.
UA,488,EWR,IAH,United Air Lines Inc.
MQ,3230,JFK,DCA,Envoy Air
DL,1959,JFK,MCO,Delta Air Lines Inc.
MQ,4146,JFK,CMH,Envoy Air
UA,1051,LGA,ORD,United Air Lines Inc.
AA,309,LGA,ORD,American Airlines Inc.
MQ,3718,EWR,ORD,Envoy Air
US,2165,LGA,DCA,US Airways Inc.
B6,1307,JFK,IAD,JetBlue Airways
UA,1103,EWR,PDX,United Air Lines Inc.
EV,4368,EWR,DAY,ExpressJet Airlines Inc.
WN,172,LGA,MDW,Southwest Airlines Co.
EV,4334,EWR,CMH,ExpressJet Airlines Inc.
US,829,JFK,CLT,US Airways Inc.
US,1138,JFK,CLT,US Airways Inc.
UA,578,EWR,BOS,United Air Lines Inc.
US,2179,LGA,DCA,US Airways Inc.
EV,4991,LGA,MCI,ExpressJet Airlines Inc.
UA,1120,EWR,SFO,United Air Lines Inc.
DL,2139,LGA,MIA,Delta Air Lines Inc.
FL,350,LGA,ATL,AirTran Airways Corporation
B6,135,JFK,RSW,JetBlue Airways
B6,359,JFK,BUR,JetBlue Airways
US,1491,LGA,CLT,US Airways Inc.
EV,4495,EWR,SAV,ExpressJet Airlines Inc.
UA,411,EWR,MCO,United Air Lines Inc.
B6,1295,JFK,AUS,JetBlue Airways
EV,5904,EWR,BTV,ExpressJet Airlines Inc.
DL,1942,EWR,ATL,Delta Air Lines Inc.
US,1621,EWR,CLT,US Airways Inc.
B6,1171,LGA,FLL,JetBlue Airways
FL,354,LGA,CAK,AirTran Airways Corporation
9E,4023,EWR,CVG,Endeavor Air Inc.
DL,1935,LGA,TPA,Delta Air Lines Inc.
DL,695,JFK,MCO,Delta Air Lines Inc.
WN,1964,LGA,MKE,Southwest Airlines Co.
UA,1622,EWR,ORD,United Air Lines Inc.
B6,359,JFK,BUR,JetBlue Airways
B6,2280,EWR,BOS,JetBlue Airways
UA,1270,EWR,MCO,United Air Lines Inc.
EV,5288,LGA,BUF,ExpressJet Airlines Inc.
EV,4395,EWR,IND,ExpressJet Airlines Inc.
VX,407,JFK,LAX,Virgin America
AA,1111,LGA,DFW,American Airlines Inc.
UA,586,EWR,DEN,United Air Lines Inc.
B6,483,JFK,MCO,JetBlue Airways
DL,1743,JFK,ATL,Delta Air Lines Inc.
EV,4679,EWR,JAX,ExpressJet Airlines Inc.
AA,1711,JFK,ORD,American Airlines Inc.
UA,910,EWR,BOS,United Air Lines Inc.
